PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"23511245","Periostin-binding DNA aptamer inhibits breast cancer growth and metastasis","Lee YJ, Kim IS, Park SA, Kim Y, Lee JE, Noh DY, Kim KT, Ryu SH, Suh PG.","Mol Ther. 2013 May;21(5):1004-13. doi: 10.1038/mt.2013.30. Epub 2013 Mar 19.","Lee YJ","Mol Ther","2013","2013/03/21","PMC3666628","","10.1038/mt.2013.30"
"28515418","Automatic Segmentation of Kidneys using Deep Learning for Total Kidney Volume Quantification in Autosomal Dominant Polycystic Kidney Disease","Sharma K, Rupprecht C, Caroli A, Aparicio MC, Remuzzi A, Baust M, Navab N.","Sci Rep. 2017 May 17;7(1):2049. doi: 10.1038/s41598-017-01779-0.","Sharma K","Sci Rep","2017","2017/05/19","PMC5435691","","10.1038/s41598-017-01779-0"
"28228253","SIRT6 Suppresses Cancer Stem-like Capacity in Tumors with PI3K Activation Independently of Its Deacetylase Activity","Ioris RM, Galié M, Ramadori G, Anderson JG, Charollais A, Konstantinidou G, Brenachot X, Aras E, Goga A, Ceglia N, Sebastián C, Martinvalet D, Mostoslavsky R, Baldi P, Coppari R.","Cell Rep. 2017 Feb 21;18(8):1858-1868. doi: 10.1016/j.celrep.2017.01.065.","Ioris RM","Cell Rep","2017","2017/02/24","PMC5329120","","10.1016/j.celrep.2017.01.065"
"34289205","Alantolactone is a natural product that potently inhibits YAP1/TAZ through promotion of reactive oxygen species accumulation","Nakatani K, Maehama T, Nishio M, Otani J, Yamaguchi K, Fukumoto M, Hikasa H, Hagiwara S, Nishina H, Mak TW, Honma T, Kondoh Y, Osada H, Yoshida M, Suzuki A.","Cancer Sci. 2021 Oct;112(10):4303-4316. doi: 10.1111/cas.15079. Epub 2021 Aug 6.","Nakatani K","Cancer Sci","2021","2021/07/21","PMC8486196","","10.1111/cas.15079"
"23843459","Tumor-suppressive function of protein-tyrosine phosphatase non-receptor type 23 in testicular germ cell tumors is lost upon overexpression of miR142-3p microRNA","Tanaka K, Kondo K, Kitajima K, Muraoka M, Nozawa A, Hara T.","J Biol Chem. 2013 Aug 16;288(33):23990-9. doi: 10.1074/jbc.M113.478891. Epub 2013 Jul 10.","Tanaka K","J Biol Chem","2013","2013/07/12","PMC3745344","","10.1074/jbc.M113.478891"
"30885118","MGSEA - a multivariate Gene set enrichment analysis","Tiong KL, Yeang CH.","BMC Bioinformatics. 2019 Mar 18;20(1):145. doi: 10.1186/s12859-019-2716-6.","Tiong KL","BMC Bioinformatics","2019","2019/03/20","PMC6421703","","10.1186/s12859-019-2716-6"
"27460071","Automatic weighing attribute to retrieve similar lung cancer nodules","Ferreira de Lucena DJ, Ferreira Junior JR, Machado AP, Oliveira MC.","BMC Med Inform Decis Mak. 2016 Jul 21;16 Suppl 2(Suppl 2):79. doi: 10.1186/s12911-016-0313-4.","Ferreira de Lucena DJ","BMC Med Inform Decis Mak","2016","2016/07/28","PMC4965736","","10.1186/s12911-016-0313-4"
"21398405","Functional synergies yet distinct modulators affected by genetic alterations in common human cancers","Bessarabova M, Pustovalova O, Shi W, Serebriyskaya T, Ishkin A, Polyak K, Velculescu VE, Nikolskaya T, Nikolsky Y.","Cancer Res. 2011 May 15;71(10):3471-81. doi: 10.1158/0008-5472.CAN-10-3038. Epub 2011 Mar 11.","Bessarabova M","Cancer Res","2011","2011/03/15","","","10.1158/0008-5472.CAN-10-3038"
"33037771","CSF-1R inhibition disrupts the dialog between leukaemia cells and macrophages and delays leukaemia progression","Li K, Xu W, Lu K, Wen Y, Xin T, Shen Y, Lv X, Hu S, Jin R, Wu X.","J Cell Mol Med. 2020 Nov;24(22):13115-13128. doi: 10.1111/jcmm.15916. Epub 2020 Oct 10.","Li K","J Cell Mol Med","2020","2020/10/10","PMC7701573","","10.1111/jcmm.15916"
"30008158","Isolated adrenocorticotropic hormone deficiency as a form of paraneoplastic syndrome","Bando H, Iguchi G, Kanie K, Nishizawa H, Matsumoto R, Fujita Y, Odake Y, Yoshida K, Suda K, Fukuoka H, Tanaka K, Ogawa W, Takahashi Y.","Pituitary. 2018 Oct;21(5):480-489. doi: 10.1007/s11102-018-0901-7.","Bando H","Pituitary","2018","2018/07/16","","","10.1007/s11102-018-0901-7"
"32054945","Barium Titanate Nanoparticles Sensitise Treatment-Resistant Breast Cancer Cells to the Antitumor Action of Tumour-Treating Fields","Yoon YN, Lee DS, Park HJ, Kim JS.","Sci Rep. 2020 Feb 13;10(1):2560. doi: 10.1038/s41598-020-59445-x.","Yoon YN","Sci Rep","2020","2020/02/15","PMC7018996","","10.1038/s41598-020-59445-x"
"34591230","Potent antitumor activity of novel taxoids in anaplastic thyroid cancer","Wang M, Wang C, Feng C, Guo W, Chen H, Liu B, Li E, Liu W, Taouil A, Ojima I, Hou P.","Endocrine. 2022 Feb;75(2):465-477. doi: 10.1007/s12020-021-02880-1. Epub 2021 Sep 30.","Wang M","Endocrine","2022","2021/09/30","","","10.1007/s12020-021-02880-1"
"27176720","Ex-vivo characterization of circulating colon cancer cells distinguished in stem and differentiated subset provides useful biomarker for personalized metastatic risk assessment","Malara N, Trunzo V, Foresta U, Amodio N, De Vitis S, Roveda L, Fava M, Coluccio M, Macrì R, Di Vito A, Costa N, Mignogna C, Britti D, Palma E, Mollace V.","J Transl Med. 2016 May 12;14(1):133. doi: 10.1186/s12967-016-0876-y.","Malara N","J Transl Med","2016","2016/05/14","PMC4866436","","10.1186/s12967-016-0876-y"
"30055596","Variability of the Ki-67 proliferation index in gastroenteropancreatic neuroendocrine neoplasms - a single-center retrospective study","Shi H, Zhang Q, Han C, Zhen D, Lin R.","BMC Endocr Disord. 2018 Jul 28;18(1):51. doi: 10.1186/s12902-018-0274-y.","Shi H","BMC Endocr Disord","2018","2018/07/30","PMC6064167","","10.1186/s12902-018-0274-y"
"26776204","ONE-CLASS DETECTION OF CELL STATES IN TUMOR SUBTYPES","Sokolov A, Paull EO, Stuart JM.","Pac Symp Biocomput. 2016;21:405-16.","Sokolov A","Pac Symp Biocomput","2016","2016/01/19","PMC4856035","NIHMS781057",""
"30353872","Distinguishing True Progression From Radionecrosis After Stereotactic Radiation Therapy for Brain Metastases With Machine Learning and Radiomics","Peng L, Parekh V, Huang P, Lin DD, Sheikh K, Baker B, Kirschbaum T, Silvestri F, Son J, Robinson A, Huang E, Ames H, Grimm J, Chen L, Shen C, Soike M, McTyre E, Redmond K, Lim M, Lee J, Jacobs MA, Kleinberg L.","Int J Radiat Oncol Biol Phys. 2018 Nov 15;102(4):1236-1243. doi: 10.1016/j.ijrobp.2018.05.041. Epub 2018 May 24.","Peng L","Int J Radiat Oncol Biol Phys","2018","2018/10/25","PMC6746307","NIHMS1035377","10.1016/j.ijrobp.2018.05.041"
"34157484","Identification of ARGLU1 as a potential therapeutic target for gastric cancer based on genome-wide functional screening data","Li F, Li J, Yu J, Pan T, Yu B, Sang Q, Dai W, Hou J, Yan C, Zang M, Zhu Z, Su L, Li YY, Liu B.","EBioMedicine. 2021 Jul;69:103436. doi: 10.1016/j.ebiom.2021.103436. Epub 2021 Jun 19.","Li F","EBioMedicine","2021","2021/06/22","PMC8220577","","10.1016/j.ebiom.2021.103436"
"32441172","A nanobody-derived mimotope against VEGF inhibits cancer angiogenesis","Karami E, Sabatier JM, Behdani M, Irani S, Kazemi-Lomedasht F.","J Enzyme Inhib Med Chem. 2020 Dec;35(1):1233-1239. doi: 10.1080/14756366.2020.1758690.","Karami E","J Enzyme Inhib Med Chem","2020","2020/05/23","PMC7717616","","10.1080/14756366.2020.1758690"
"32488136","Human Schlafen 5 regulates reversible epithelial and mesenchymal transitions in breast cancer by suppression of ZEB1 transcription","Wan G, Zhu J, Gu X, Yang Y, Liu Y, Wang Z, Zhao Y, Wu H, Huang G, Lu C.","Br J Cancer. 2020 Aug;123(4):633-643. doi: 10.1038/s41416-020-0873-z. Epub 2020 Jun 3.","Wan G","Br J Cancer","2020","2020/06/04","PMC7435190","","10.1038/s41416-020-0873-z"
"25938538","Hepatoma-derived growth factor/nucleolin axis as a novel oncogenic pathway in liver carcinogenesis","Chen SC, Hu TH, Huang CC, Kung ML, Chu TH, Yi LN, Huang ST, Chan HH, Chuang JH, Liu LF, Wu HC, Wu DC, Chang MC, Tai MH.","Oncotarget. 2015 Jun 30;6(18):16253-70. doi: 10.18632/oncotarget.3608.","Chen SC","Oncotarget","2015","2015/05/05","PMC4599268","","10.18632/oncotarget.3608"
"30575109","Antitumor activity in colorectal cancer induced by hinokiflavone","Zhou J, Zhao R, Ye T, Yang S, Li Y, Yang F, Wang G, Xie Y, Li Q.","J Gastroenterol Hepatol. 2019 Sep;34(9):1571-1580. doi: 10.1111/jgh.14581. Epub 2019 Jan 16.","Zhou J","J Gastroenterol Hepatol","2019","2018/12/22","","","10.1111/jgh.14581"
"27011208","Effects of Combination of Estradiol with Selective Progesterone Receptor Modulators (SPRMs) on Human Breast Cancer Cells In Vitro and In Vivo","Nair HB, Santhamma B, Krishnegowda NK, Dileep KV, Nickisch KJ.","PLoS One. 2016 Mar 24;11(3):e0151182. doi: 10.1371/journal.pone.0151182. eCollection 2016.","Nair HB","PLoS One","2016","2016/03/25","PMC4806908","","10.1371/journal.pone.0151182"
"27133446","Pioglitazone inhibits growth of human retinoblastoma cells via regulation of NF-κB inflammation signals","Wang F, Liu Y, Bi Z.","J Recept Signal Transduct Res. 2017 Feb;37(1):94-99. doi: 10.3109/10799893.2016.1171341. Epub 2016 May 1.","Wang F","J Recept Signal Transduct Res","2017","2016/05/03","","","10.3109/10799893.2016.1171341"
"29264789","Weight change and 15 year mortality: results from the European Prospective Investigation into Cancer in Norfolk (EPIC-Norfolk) cohort study","Mulligan AA, Lentjes MAH, Luben RN, Wareham NJ, Khaw KT.","Eur J Epidemiol. 2018 Jan;33(1):37-53. doi: 10.1007/s10654-017-0343-y. Epub 2017 Dec 20.","Mulligan AA","Eur J Epidemiol","2018","2017/12/22","PMC5803289","","10.1007/s10654-017-0343-y"
"23000163","The histone demethylase LSD1 is required for estrogen-dependent S100A7 gene expression in human breast cancer cells","Yu SE, Jang YK.","Biochem Biophys Res Commun. 2012 Oct 19;427(2):336-42. doi: 10.1016/j.bbrc.2012.09.057. Epub 2012 Sep 18.","Yu SE","Biochem Biophys Res Commun","2012","2012/09/25","","","10.1016/j.bbrc.2012.09.057"
"24320134","Role of FGF10 on tumorigenesis by MS-K","Sugimoto K, Yoshida S, Mashio Y, Toyota N, Xing Y, Xu H, Fujita Y, Huang Z, Touma M, Wu Q.","Genes Cells. 2014 Feb;19(2):112-25. doi: 10.1111/gtc.12118. Epub 2013 Dec 10.","Sugimoto K","Genes Cells","2014","2013/12/11","","","10.1111/gtc.12118"
"34437425","Phosphoproteomics Identifies Significant Biomarkers Associated with the Proliferation and Metastasis of Prostate Cancer","Xu R, Chen Y, Wang Z, Zhang C, Dong X, Yan Y, Wang Y, Zeng Y, Chen P.","Toxins (Basel). 2021 Aug 9;13(8):554. doi: 10.3390/toxins13080554.","Xu R","Toxins (Basel)","2021","2021/08/26","PMC8402417","","10.3390/toxins13080554"
"31196968","Cancer Cell Derived Small Extracellular Vesicles Contribute to Recipient Cell Metastasis Through Promoting HGF/c-Met Pathway","Qiao Z, Zhang Y, Ge M, Liu S, Jiang X, Shang Z, Liu H, Cao C, Xiao H.","Mol Cell Proteomics. 2019 Aug;18(8):1619-1629. doi: 10.1074/mcp.RA119.001502. Epub 2019 Jun 13.","Qiao Z","Mol Cell Proteomics","2019","2019/06/15","PMC6683008","","10.1074/mcp.RA119.001502"
"30383835","Identification of highly connected and differentially expressed gene subnetworks in metastasizing endometrial cancer","Kusonmano K, Halle MK, Wik E, Hoivik EA, Krakstad C, Mauland KK, Tangen IL, Berg A, Werner HMJ, Trovik J, Øyan AM, Kalland KH, Jonassen I, Salvesen HB, Petersen K.","PLoS One. 2018 Nov 1;13(11):e0206665. doi: 10.1371/journal.pone.0206665. eCollection 2018.","Kusonmano K","PLoS One","2018","2018/11/02","PMC6211718","","10.1371/journal.pone.0206665"
"29330502","Targeting Insulin-Like Growth Factor-I and Extracellular Matrix Interactions in Melanoma Progression","Murekatete B, Shokoohmand A, McGovern J, Mohanty L, Meinert C, Hollier BG, Zippelius A, Upton Z, Kashyap AS.","Sci Rep. 2018 Jan 12;8(1):583. doi: 10.1038/s41598-017-19073-4.","Murekatete B","Sci Rep","2018","2018/01/14","PMC5766529","","10.1038/s41598-017-19073-4"
"33880950","Global evolution of research on pulmonary nodules: a bibliometric analysis","Li N, Wang L, Hu Y, Han W, Zheng F, Song W, Jiang J.","Future Oncol. 2021 Jul;17(20):2631-2645. doi: 10.2217/fon-2020-0987. Epub 2021 Apr 21.","Li N","Future Oncol","2021","2021/04/21","","","10.2217/fon-2020-0987"
"33594116","Uncertainty quantification in the radiogenomics modeling of EGFR amplification in glioblastoma","Hu LS, Wang L, Hawkins-Daarud A, Eschbacher JM, Singleton KW, Jackson PR, Clark-Swanson K, Sereduk CP, Peng S, Wang P, Wang J, Baxter LC, Smith KA, Mazza GL, Stokes AM, Bendok BR, Zimmerman RS, Krishna C, Porter AB, Mrugala MM, Hoxworth JM, Wu T, Tran NL, Swanson KR, Li J.","Sci Rep. 2021 Feb 16;11(1):3932. doi: 10.1038/s41598-021-83141-z.","Hu LS","Sci Rep","2021","2021/02/17","PMC7886858","","10.1038/s41598-021-83141-z"
"32056127","Suppressive role of Viola odorata extract on malignant characters of mammosphere-derived breast cancer stem cells","Yousefnia S, Naseri D, Seyed Forootan F, Tabatabaeian M, Moattar F, Ghafghazi T, Nasr Esfahani MH, Ghaedi K.","Clin Transl Oncol. 2020 Sep;22(9):1619-1634. doi: 10.1007/s12094-020-02307-9. Epub 2020 Feb 13.","Yousefnia S","Clin Transl Oncol","2020","2020/02/15","","","10.1007/s12094-020-02307-9"
"25557168","Therapeutic targeting of polo-like kinase 1 using RNA-interfering nanoparticles (iNOPs) for the treatment of non-small cell lung cancer","McCarroll JA, Dwarte T, Baigude H, Dang J, Yang L, Erlich RB, Kimpton K, Teo J, Sagnella SM, Akerfeldt MC, Liu J, Phillips PA, Rana TM, Kavallaris M.","Oncotarget. 2015 May 20;6(14):12020-34. doi: 10.18632/oncotarget.2664.","McCarroll JA","Oncotarget","2015","2015/01/06","PMC4494920","","10.18632/oncotarget.2664"
"26383527","The chemokines CCR1 and CCRL2 have a role in colorectal cancer liver metastasis","Akram IG, Georges R, Hielscher T, Adwan H, Berger MR.","Tumour Biol. 2016 Feb;37(2):2461-71. doi: 10.1007/s13277-015-4089-4. Epub 2015 Sep 18.","Akram IG","Tumour Biol","2016","2015/09/19","","","10.1007/s13277-015-4089-4"
"27261626","Silymarin suppressed lung cancer growth in mice via inhibiting myeloid-derived suppressor cells","Wu T, Liu W, Guo W, Zhu X.","Biomed Pharmacother. 2016 Jul;81:460-467. doi: 10.1016/j.biopha.2016.04.039. Epub 2016 Apr 29.","Wu T","Biomed Pharmacother","2016","2016/06/05","","","10.1016/j.biopha.2016.04.039"
"34655722","Effect of copy number variation of PLA2G2A gene to growth traits in Chinese cattle","Yang P, Cai C, Niu M, Liu X, Wang H, Liang H, Cheng B, Zhang Z, Chen F, Xie J, Qi Z, Yang G, Shi Q, Wang E, Lei C, Chen H, Ru B, Huang Y.","Gene. 2022 Jan 30;809:146014. doi: 10.1016/j.gene.2021.146014. Epub 2021 Oct 13.","Yang P","Gene","2022","2021/10/16","","","10.1016/j.gene.2021.146014"
"28423655","Sequence-based predictive modeling to identify cancerlectins","Lai HY, Chen XX, Chen W, Tang H, Lin H.","Oncotarget. 2017 Apr 25;8(17):28169-28175. doi: 10.18632/oncotarget.15963.","Lai HY","Oncotarget","2017","2017/04/21","PMC5438640","","10.18632/oncotarget.15963"
"32185627","Prognostic significance of β2-adrenergic receptor expression in patients with surgically resected colorectal cancer","Ogawa H, Kaira K, Motegi Y, Yokobori T, Takada T, Kato R, Osone K, Takahashi R, Suga K, Ozawa N, Katayama C, Oyama T, Shimizu A, Yao T, Asao T, Saeki H, Shirabe K.","Int J Clin Oncol. 2020 Jun;25(6):1137-1144. doi: 10.1007/s10147-020-01645-6. Epub 2020 Mar 17.","Ogawa H","Int J Clin Oncol","2020","2020/03/19","","","10.1007/s10147-020-01645-6"
"32164065","[High-mobility group protein 1 promotes diethylnitrosamine-induced liver cancer formation in mice by activating mitochondrial biogenesis]","He XB, Chen M, Xiao H, Huang CB, Tsung A, Liu Y.","Zhonghua Gan Zang Bing Za Zhi. 2020 Feb 20;28(2):141-146. doi: 10.3760/cma.j.issn.1007-3418.2020.02.008.","He XB","Zhonghua Gan Zang Bing Za Zhi","2020","2020/03/13","","","10.3760/cma.j.issn.1007-3418.2020.02.008"
"21399878","The poly(ADP-ribose) polymerase-1 inhibitor 3-aminobenzamide suppresses cell growth and migration, enhancing suppressive effects of cisplatin in osteosarcoma cells","Zheng YD, Xu XQ, Peng F, Yu JZ, Wu H.","Oncol Rep. 2011 May;25(5):1399-405. doi: 10.3892/or.2011.1212. Epub 2011 Mar 10.","Zheng YD","Oncol Rep","2011","2011/03/15","","","10.3892/or.2011.1212"
"23082000","Translating the therapeutic potential of AZD4547 in FGFR1-amplified non-small cell lung cancer through the use of patient-derived tumor xenograft models","Zhang J, Zhang L, Su X, Li M, Xie L, Malchers F, Fan S, Yin X, Xu Y, Liu K, Dong Z, Zhu G, Qian Z, Tang L, Schöttle J, Zhan P, Ji Q, Kilgour E, Smith PD, Brooks AN, Thomas RK, Gavine PR.","Clin Cancer Res. 2012 Dec 15;18(24):6658-67. doi: 10.1158/1078-0432.CCR-12-2694. Epub 2012 Oct 18.","Zhang J","Clin Cancer Res","2012","2012/10/20","","","10.1158/1078-0432.CCR-12-2694"
"35076853","Curcumin sensitizes carboplatin treatment in triple negative breast cancer through reactive oxygen species induced DNA repair pathway","Wang G, Duan P, Wei Z, Liu F.","Mol Biol Rep. 2022 Apr;49(4):3259-3270. doi: 10.1007/s11033-022-07162-1. Epub 2022 Jan 25.","Wang G","Mol Biol Rep","2022","2022/01/25","","","10.1007/s11033-022-07162-1"
"28230172","Evidence for Critical Role of Lymphocyte Cytosolic Protein 1 in Oral Cancer","Koide N, Kasamatsu A, Endo-Sakamoto Y, Ishida S, Shimizu T, Kimura Y, Miyamoto I, Yoshimura S, Shiiba M, Tanzawa H, Uzawa K.","Sci Rep. 2017 Feb 23;7:43379. doi: 10.1038/srep43379.","Koide N","Sci Rep","2017","2017/02/24","PMC5322526","","10.1038/srep43379"
"33922657","Targeting HR Repair as a Synthetic Lethal Approach to Increase DNA Damage Sensitivity by a RAD52 Inhibitor in BRCA2-Deficient Cancer Cells","Tseng WC, Chen CY, Chern CY, Wang CA, Lee WC, Chi YC, Cheng SF, Kuo YT, Chiu YC, Tseng ST, Lin PY, Liou SJ, Li YC, Chen CC.","Int J Mol Sci. 2021 Apr 23;22(9):4422. doi: 10.3390/ijms22094422.","Tseng WC","Int J Mol Sci","2021","2021/04/30","PMC8122931","","10.3390/ijms22094422"
"27658780","HOX genes: potential candidates for the progression of laryngeal squamous cell carcinoma","de Barros E Lima Bueno R, Ramão A, Pinheiro DG, Alves CP, Kannen V, Jungbluth AA, de Araújo LF, Muys BR, Fonseca AS, Plaça JR, Panepucci RA, Neder L, Saggioro FP, Mamede RC, Figueiredo DL, Silva WA Jr.","Tumour Biol. 2016 Nov;37(11):15087-15096. doi: 10.1007/s13277-016-5356-8. Epub 2016 Sep 22.","de Barros E Lima Bueno R","Tumour Biol","2016","2016/09/24","","","10.1007/s13277-016-5356-8"
"26111181","Uses of 3-(2-Bromoacetyl)-2H-chromen-2-one in the Synthesis of Heterocyclic Compounds Incorporating Coumarin: Synthesis, Characterization and Cytotoxicity","Mohareb RM, MegallyAbdo NY.","Molecules. 2015 Jun 23;20(6):11535-53. doi: 10.3390/molecules200611535.","Mohareb RM","Molecules","2015","2015/06/26","PMC6272230","","10.3390/molecules200611535"
"34116359","The involvement of translationally controlled tumor protein during lamb rumen epithelium development","Zheng K, Wu J, Guo L, Ying Y, Li P, Cao Y, Jiang J, Huang X, Meng C, Jiang Y.","Acta Histochem. 2021 Jul;123(5):151737. doi: 10.1016/j.acthis.2021.151737. Epub 2021 Jun 8.","Zheng K","Acta Histochem","2021","2021/06/11","","","10.1016/j.acthis.2021.151737"
"30621140","Antiproliferative and Enzyme Docking Analysis of Engleromycin from Engleromyces goetzei","Zhang Y, Chen G, Ma H, Guo M.","Molecules. 2019 Jan 4;24(1):166. doi: 10.3390/molecules24010166.","Zhang Y","Molecules","2019","2019/01/10","PMC6337443","","10.3390/molecules24010166"
"31063355","JNK2 Is Required for the Tumorigenic Properties of Melanoma Cells","Du L, Anderson A, Nguyen K, Ojeda SS, Ortiz-Rivera I, Nguyen TN, Zhang T, Kaoud TS, Gray NS, Dalby KN, Tsai KY.","ACS Chem Biol. 2019 Jul 19;14(7):1426-1435. doi: 10.1021/acschembio.9b00083. Epub 2019 May 17.","Du L","ACS Chem Biol","2019","2019/05/08","PMC7181303","NIHMS1574528","10.1021/acschembio.9b00083"
